code	name	city	state	country
DHF	Al Dhafra Military	Abu Dhabi		AE
AZI	Bateen	Abu Dhabi		AE
AUH	Abu Dhabi Intl	Abu Dhabi		AE
AAN	Al Ain	Al Ain		AE
FJR	Fujairah Intl Arpt	Al-Fujairah		AE
DXB	Dubai International	Dubai		AE
NHD	Military Airport	Minhad Ab		AE
RKT	Ras Al Khaimah	Ras Al Khaimah		AE
SHJ	Sharjah	Sharjah		AE
BIN	Bamiyan	Bamiyan		AF
BST	Bost	Bost		AF
CCN	Chakcharan	Chakcharan		AF
DAZ	Darwaz	Darwaz		AF
FBD	Faizabad	Faizabad		AF
FAH	Farah	Farah		AF
GRG	Gardez	Gardez		AF
GZI	Ghazni	Ghazni		AF
HEA	Herat	Herat		AF
JAA	Jalalabad	Jalalabad		AF
KBL	Khwaja Rawash	Kabul		AF
KDH	Kandahar	Kandahar		AF
KHT	Khost	Khost		AF
KWH	Khwahan	Khwahan		AF
UND	Kunduz	Kunduz		AF
KUR	Kuran-O-Munjan	Kuran-O-Munjan		AF
MMZ	Maimana	Maimana		AF
MZR	Mazar-I-Sharif	Mazar-I-Sharif		AF
IMZ	Nimroz	Nimroz		AF
LQN	Qala Nau	Qala Nau		AF
SBF	Sardeh Band	Sardeh Band		AF
SGA	Sheghnan	Sheghnan		AF
TQN	Taluqan	Taluqan		AF
TII	Tirinkot	Tirinkot		AF
URN	Urgoon	Urgoon		AF
URZ	Uruzgan	Uruzgan		AF
ZAJ	Zaranj	Zaranj		AF
ANU	V.C. Bird Intl	Antigua		AG
BBQ	Barbuda	Barbuda		AG
AXA	Wallblake	Anguilla		AI
TIA	Rinas	Tirana		AL
LWN	Gyoumri	Gyoumri		AM
EVN	Yerevan	Yerevan		AM
BON	Flamingo Intl	Bonaire		AN
CUR	Aeropuerto Hato	Curacao		AN
SAB	J. Yrausquin	Saba Island		AN
EUX	F D Roosevelt	St Eustatius		AN
SXM	Princ. Juliana	St Maarten		AN
AZZ	Ambriz	Ambriz		AO
ANL	Andulo	Andulo		AO
BUG	Gen V Deslandes	Benguela		AO
CAB	Cabinda	Cabinda		AO
CFF	Cafunfo	Cafunfo		AO
CNZ	Cangamba	Cangamba		AO
KNP	Capanda	Capanda		AO
CBT	Catumbela	Catumbela		AO
CAV	Cazombo	Cazombo		AO
PGI	Chitato	Chitato		AO
CTI	Cuito Cuanavale	Cuito Cuanavale		AO
DRC	Dirico	Dirico		AO
DUE	Dundo	Dundo		AO
NOV	Huambo	Huambo		AO
JMB	Jamba	Jamba		AO
SVP	Kuito	Kuito		AO
LAD	4 de Fevereiro	Luanda		AO
UAL	Luau	Luau		AO
SDD	Lubango	Lubango		AO
LUO	Luena	Luena		AO
LBZ	Lukapa	Lukapa		AO
GGC	Lumbala	Lumbala		AO
LZM	Luzamba	Luzamba		AO
SSY	M'Banza Congo	M'Banza Congo		AO
MEG	Malange	Malange		AO
SPP	Menongue	Menongue		AO
NRQ	N'Riquinha	N'Riquinha		AO
ARZ	N'Zeto	N'Zeto		AO
MSZ	Namibe	Namibe		AO
NDF	Ndalatandos	Ndalatandos		AO
GXG	Negage	Negage		AO
NGV	Ngiva	Ngiva		AO
NZA	Nzagi	Nzagi		AO
VPE	Ongiva	Ongiva		AO
PBN	Porto Amboim	Porto Amboim		AO
VHC	Saurimo	Saurimo		AO
SZA	Soyo	Soyo		AO
NDD	Sumbe	Sumbe		AO
UGO	Uige	Uige		AO
CEO	Waco Kungo	Waco Kungo		AO
XGN	Xangongo	Xangongo		AO
TNM	Teniente R. Marsh	Teniente R. Marsh		AQ
BHI	Comandante	Bahia Blanca	BA	AR
BUE	All airports	Buenos Aires	BA	AR
EZE	Ministro Pistarini	Buenos Aires	BA	AR
AEP	Arpt. Jorge Newbery	Buenos Aires	BA	AR
CPG	Carmen De Patagones	Carmen De Patagones	BA	AR
CSZ	Hector Ruiz	Coronel Suarez	BA	AR
EPA	El Palomar	El Palomar	BA	AR
VGS	General Villegas	General Villegas	BA	AR
JNI	Junin	Junin	BA	AR
LPG	La Plata	La Plata	BA	AR
MDQ	Mar Del Plata	Mar Del Plata	BA	AR
MJR	Miramar	Miramar	BA	AR
NEC	Necochea	Necochea	BA	AR
OVR	Olavarria	Olavarria	BA	AR
PEH	Pehuajo	Pehuajo	BA	AR
SZQ	Saenz Pena	Saenz Pena	BA	AR
SST	Santa Teresita	Santa Teresita	BA	AR
TDL	Tandil	Tandil	BA	AR
OYO	Tres Arroyos	Tres Arroyos	BA	AR
VLG	Villa Gesell	Villa Gesell	BA	AR
CTC	Catamarca	Catamarca	CA	AR
ARR	Alto Rio Senguerr	Alto Rio Senguerr	CB	AR
OLN	Colonia Sarmiento	Colonia Sarmiento	CB	AR
CRD	Comodoro Rivadavia	Comodoro Rivadavia	CB	AR
EMX	El Maiten	El Maiten	CB	AR
EQS	Esquel	Esquel	CB	AR
JSM	Jose De San Martin	Jose De San Martin	CB	AR
PMY	El Tehuelche	Puerto Madryn	CB	AR
ROY	Rio Mayo	Rio Mayo	CB	AR
REL	Trelew	Trelew	CB	AR
COR	Pajas Blancas	Cordoba	CD	AR
LCM	La Cumbre	La Cumbre	CD	AR
RCU	Rio Cuarto	Rio Cuarto	CD	AR
VDR	Villa Dolores	Villa Dolores	CD	AR
CNT	Charata	Charata	CH	AR
PRQ	Pres. Roque Saenz Pena	Pres. Roque Saenz Pena	CH	AR
RES	Resistencia	Resistencia	CH	AR
CNQ	Camba Punta	Corrientes	CR	AR
UZU	Curuzu Cuatia	Curuzu Cuatia	CR	AR
OYA	Goya	Goya	CR	AR
MDX	Mercedes	Mercedes	CR	AR
MCS	Monte Caseros	Monte Caseros	CR	AR
AOL	Paso De Los Libres	Paso De Los Libres	CR	AR
COC	Concordia	Concordia	ER	AR
GHU	Gualeguaychu	Gualeguaychu	ER	AR
PRA	Parana	Parana	ER	AR
CLX	Clorinda	Clorinda	FO	AR
FMA	El Pucu	Formosa	FO	AR
LLS	Las Lomitas	Las Lomitas	FO	AR
GPO	General Pico	General Pico	LP	AR
RSA	Santa Rosa	Santa Rosa	LP	AR
IRJ	La Rioja	La Rioja	LR	AR
LGS	Malargue	Malargue	MD	AR
MDZ	El Plumerillo	Mendoza	MD	AR
AFA	San Rafael	San Rafael	MD	AR
ELO	Eldorado	Eldorado	MI	AR
IGR	Cataratas	Iguazu	MI	AR
PSS	Posadas	Posadas	MI	AR
CVH	Caviahue	Caviahue	NE	AR
HOS	Oscar Reguera	Chos Malal	NE	AR
CUT	Cutral	Cutral	NE	AR
LCP	Loncopue	Loncopue	NE	AR
NQN	Neuquen	Neuquen	NE	AR
RDS	Rincon de los Sauces	Rincon de los Sauces	NE	AR
CPC	Chapelco	San Martin DeLos Andes	NE	AR
APZ	Zapala	Zapala	NE	AR
JUJ	El Cadillal	Jujuy	PJ	AR
CCT	Colonia Catriel	Colonia Catriel	RN	AR
EHL	El Bolson	El Bolson	RN	AR
GNR	General Roca	General Roca	RN	AR
IGB	Ingeniero Jacobacci	Ingeniero Jacobacci	RN	AR
LMD	Los Menucos	Los Menucos	RN	AR
MQD	Maquinchao	Maquinchao	RN	AR
OES	San Antonio Oeste	San Antonio Oeste	RN	AR
BRC	San Carlos DeBariloche	San Carlos DeBariloche	RN	AR
SGV	Sierra Grande	Sierra Grande	RN	AR
VCF	Valcheta	Valcheta	RN	AR
VDM	Viedma	Viedma	RN	AR
ORA	Oran	Oran	SA	AR
SLA	Gen Belgrano	Salta	SA	AR
TTG	Tartagal	Tartagal	SA	AR
CVI	Caleta Olivia	Caleta Olivia	SC	AR
FTE	El Calafate	El Calafate	SC	AR
GGS	Gobernador Gregores	Gobernador Gregores	SC	AR
ING	Lago Argentino	Lago Argentino	SC	AR
LHS	Las Heras	Las Heras	SC	AR
PMQ	Perito Moreno	Perito Moreno	SC	AR
PUD	Puerto Deseado	Puerto Deseado	SC	AR
RGL	 Intl	Rio Gallegos	SC	AR
RYO	Rio Turbio	Rio Turbio	SC	AR
ULA	San Julian	San Julian	SC	AR
RZA	Santa Cruz	Santa Cruz	SC	AR
RHD	Rio Hondo	Rio Hondo	SE	AR
SDE	Santiago Del Estero	Santiago Del Estero	SE	AR
CRR	Ceres	Ceres	SF	AR
RCQ	Reconquista	Reconquista	SF	AR
ROS	Fisherton	Rosario	SF	AR
SFN	Santa Fe	Santa Fe	SF	AR
UAQ	San Juan	San Juan	SJ	AR
RLO	Valle Del Conlara	Merlo	SL	AR
LUQ	San Luis	San Luis	SL	AR
VME	Villa Mercedes	Villa Mercedes	SL	AR
RGA	Rio Grande	Rio Grande	TF	AR
USH	Islas Malvinas	Ushuaia	TF	AR
TUC	Benj Matienzo	Tucuman	TU	AR
FTI	Fitiuta	Fitiuta		AS
OFU	Ofu	Ofu		AS
PPG	Pago Pago	Pago Pago		AS
TAV	Tau	Tau		AS
GRZ	Thalerhof	Graz		AT
HOH	Hohenems	Hohenems		AT
INN	Kranebitten	Innsbruck		AT
KLU	Klagenfurt	Klagenfurt		AT
LNZ	Hoersching	Linz		AT
SZG	W.A. Mozart	Salzburg		AT
ANT	St Anton	St Anton		AT
VIE	Vienna International	Vienna		AT
VDD	Vienna Danubepier	Vienna		AT
CBR	Canberra	Canberra	AC	AU
ABX	Albury	Albury	NS	AU
ARM	Armidale	Armidale	NS	AU
BNK	Ballina Byron	Ballina	NS	AU
BZD	Balranald	Balranald	NS	AU
BWU	Bankstown	Bankstown	NS	AU
BHS	Raglan	Bathurst	NS	AU
BRK	Bourke	Bourke	NS	AU
BWQ	Brewarrina	Brewarrina	NS	AU
BHQ	Broken Hill	Broken Hill	NS	AU
CDU	Camden	Camden	NS	AU
CSI	Casino	Casino	NS	AU
CES	Cessnock	Cessnock	NS	AU
CAZ	Cobar	Cobar	NS	AU
CFS	Coffs Harbour	Coffs Harbour	NS	AU
CRB	Collarenebri	Collarenebri	NS	AU
CBX	Condobolin	Condobolin	NS	AU
CLH	Coolah	Coolah	NS	AU
OOM	Cooma	Cooma	NS	AU
COJ	Coonabarabran	Coonabarabran	NS	AU
CNB	Coonamble	Coonamble	NS	AU
CMD	Cootamundra	Cootamundra	NS	AU
CWW	Corowa	Corowa	NS	AU
CWT	Cowra	Cowra	NS	AU
CUG	Cudal	Cudal	NS	AU
DNQ	Deniliquin	Deniliquin	NS	AU
DBO	Dubbo	Dubbo	NS	AU
EVH	Evans Head	Evans Head	NS	AU
FLY	Finley	Finley	NS	AU
FRB	Forbes	Forbes	NS	AU
FOT	Forster	Forster	NS	AU
GLI	Glen Innes	Glen Innes	NS	AU
GOS	Gosford	Gosford	NS	AU
GUL	Goulburn	Goulburn	NS	AU
GFN	Grafton	Grafton	NS	AU
GFE	Grenfell	Grenfell	NS	AU
GFF	Griffith	Griffith	NS	AU
GUH	Gunnedah	Gunnedah	NS	AU
HXX	Hay	Hay	NS	AU
IVR	Inverell	Inverell	NS	AU
KPS	Kempsey	Kempsey	NS	AU
LHG	Lightning Ridge	Lightning Ridge	NS	AU
LSY	Lismore	Lismore	NS	AU
LDH	Lord Howe Island	Lord Howe Island	NS	AU
MVH	Macksville	Macksville	NS	AU
MTL	Maitland	Maitland	NS	AU
MIM	Merimbula	Merimbula	NS	AU
MRZ	Moree	Moree	NS	AU
MYA	Moruya	Moruya	NS	AU
DGE	Mudgee	Mudgee	NS	AU
NBH	Nambucca Heads	Nambucca Heads	NS	AU
NAA	Narrabri	Narrabri	NS	AU
NRA	Narrandera	Narrandera	NS	AU
NTL	Williamtown	Newcastle	NS	AU
BEO	Belmont	Newcastle	NS	AU
NOA	Nowra	Nowra	NS	AU
NYN	Nyngan	Nyngan	NS	AU
OAG	Springhill	Orange	NS	AU
PKE	Parkes	Parkes	NS	AU
PHJ	Port Hunter	Port Hunter	NS	AU
PQQ	Port Macquarie	Port Macquarie	NS	AU
PTE	Port Stephens	Port Stephens	NS	AU
UIR	Quirindi	Quirindi	NS	AU
NSO	Scone	Scone	NS	AU
SIX	Singleton	Singleton	NS	AU
LBH	Palm Beach SPB	Sydney	NS	AU
SWZ	Sydney West	Sydney	NS	AU
RSE	Au-Rose Bay	Sydney	NS	AU
SYD	Kingsford Smith	Sydney	NS	AU
TMW	Tamworth	Tamworth	NS	AU
TRO	Taree	Taree	NS	AU
TEM	Temora	Temora	NS	AU
TYB	Tibooburra	Tibooburra	NS	AU
TCW	Tocumwal	Tocumwal	NS	AU
TUM	Tumut	Tumut	NS	AU
WGA	Forrest Hill	Wagga Wagga	NS	AU
WLC	Walcha	Walcha	NS	AU
WGE	Walgett	Walgett	NS	AU
WAU	Wauchope	Wauchope	NS	AU
WEW	Wee Waa	Wee Waa	NS	AU
WWY	West Wyalong	West Wyalong	NS	AU
WIO	Wilcannia	Wilcannia	NS	AU
WOL	Wollongong	Wollongong	NS	AU
NGA	Young	Young	NS	AU
AXL	Alexandria	Alexandria	NT	AU
ASP	Alice Springs	Alice Springs	NT	AU
AYD	Alroy Downs	Alroy Downs	NT	AU
AMT	Amata	Amata	NT	AU
AMX	Ammaroo	Ammaroo	NT	AU
ANZ	Angus Downs	Angus Downs	NT	AU
AYL	Anthony Lagoon	Anthony Lagoon	NT	AU
AWP	Austral Downs	Austral Downs	NT	AU
AVG	Auvergne	Auvergne	NT	AU
AYQ	Connellan	Ayers Rock	NT	AU
BYX	Baniyala	Baniyala	NT	AU
BRT	Bathurst Island	Bathurst Island	NT	AU
BCZ	Bickerton Island	Bickerton Island	NT	AU
BOX	Borroloola	Borroloola	NT	AU
BTD	Brunette Downs	Brunette Downs	NT	AU
CFI	Camfield	Camfield	NT	AU
CTR	Cattle Creek	Cattle Creek	NT	AU
CDA	Cooinda	Cooinda	NT	AU
COB	Coolibah	Coolibah	NT	AU
CSD	Cresswell Downs	Cresswell Downs	NT	AU
CKI	Croker Island	Croker Island	NT	AU
DVR	Daly River	Daly River	NT	AU
DYW	Daly Waters	Daly Waters	NT	AU
DRW	Darwin	Darwin	NT	AU
DLV	Delissaville	Delissaville	NT	AU
DKV	Docker River	Docker River	NT	AU
ELC	Elcho Island	Elcho Island	NT	AU
EKD	Elkedra	Elkedra	NT	AU
EDD	Erldunda	Erldunda	NT	AU
EVD	Eva Downs	Eva Downs	NT	AU
FIK	Finke	Finke	NT	AU
GPN	Garden Point	Garden Point	NT	AU
GBL	Goulburn Island	Goulburn Island	NT	AU
GOV	Nhulunbuy	Gove	NT	AU
GTS	Granites	Granites	NT	AU
GTE	Alyangula	Groote Eylandt	NT	AU
HRY	Henbury	Henbury	NT	AU
HMG	Hermannsburg	Hermannsburg	NT	AU
HOK	Hooker Creek	Hooker Creek	NT	AU
HUB	Humbert River	Humbert River	NT	AU
IVW	Inverway	Inverway	NT	AU
JAB	Jabiru	Jabiru	NT	AU
KFG	Kalkurung	Kalkurung	NT	AU
KTR	Tindal	Katherine	NT	AU
KBJ	King Canyon	Kings Canyon	NT	AU
KCS	Kings Creek Station	Kings Creek Station	NT	AU
KBB	Kirkimbie	Kirkimbie	NT	AU
KGR	Kulgera	Kulgera	NT	AU
KRD	Kurundi	Kurundi	NT	AU
LEL	Lake Evella	Lake Evella	NT	AU
LNH	Lake Nash	Lake Nash	NT	AU
LIB	Limbunya	Limbunya	NT	AU
MNW	Macdonald Downs	Macdonald Downs	NT	AU
MIZ	Mainoru	Mainoru	NT	AU
MNG	Maningrida	Maningrida	NT	AU
MFP	Manners Creek	Manners Creek	NT	AU
MQE	Marqua	Marqua	NT	AU
MCV	Mcarthur River	Mcarthur River	NT	AU
MGT	Milingimbi	Milingimbi	NT	AU
MIY	Mittiebah	Mittiebah	NT	AU
MRT	Moroak	Moroak	NT	AU
MSF	Mount Swan	Mount Swan	NT	AU
MNV	Mountain Valley	Mountain Valley	NT	AU
MKV	Mt Cavenagh	Mt Cavenagh	NT	AU
MTD	Mt Sandford	Mt Sandford	NT	AU
MUP	Mulga Park	Mulga Park	NT	AU
NPP	Napperby	Napperby	NT	AU
NRY	Newry	Newry	NT	AU
RPM	Ngukurr	Ngukurr	NT	AU
NUB	Numbulwar	Numbulwar	NT	AU
UTD	Nutwood Downs	Nutwood Downs	NT	AU
OPI	Oenpelli	Oenpelli	NT	AU
PEP	Peppimenarti	Peppimenarti	NT	AU
PKT	Port Keats	Port Keats	NT	AU
RAM	Ramingining	Ramingining	NT	AU
RRV	Robinson River	Robinson River	NT	AU
RDA	Rockhampton Downs	Rockhampton Downs	NT	AU
RPB	Roper Bar	Roper Bar	NT	AU
RPV	Roper Valley	Roper Valley	NT	AU
SHU	Smith Point	Smith Point	NT	AU
SNB	Snake Bay	Snake Bay	NT	AU
TCA	Tennant Creek	Tennant Creek	NT	AU
TBK	Timber Creek	Timber Creek	NT	AU
TYP	Tobermorey	Tobermorey	NT	AU
VCD	Victoria River Downs	Victoria River Downs	NT	AU
WLO	Waterloo	Waterloo	NT	AU
WAV	Kalkgurung	Wave Hill	NT	AU
WLL	Wollogorang	Wollogorang	NT	AU
WOG	Woodgreen	Woodgreen	NT	AU
YUE	Yuendumu	Yuendumu	NT	AU
ABG	Abingdon	Abingdon	QL	AU
AGW	Agnew	Agnew	QL	AU
WSY	Whitsunday Airstrip	Airlie Beach	QL	AU
ABH	Alpha	Alpha	QL	AU
AXC	Aramac	Aramac	QL	AU
AAB	Arrabury	Arrabury	QL	AU
AUD	Augustus Downs	Augustus Downs	QL	AU
AUU	Aurukun Mission	Aurukun Mission	QL	AU
AYR	Ayr	Ayr	QL	AU
BDD	Badu Island	Badu Island	QL	AU
ABM	Bamaga	Bamaga	QL	AU
BCI	Barcaldine	Barcaldine	QL	AU
BKP	Barkly Downs	Barkly Downs	QL	AU
BVW	Batavia Downs	Batavia Downs	QL	AU
BEU	Bedourie	Bedourie	QL	AU
BTX	Betoota	Betoota	QL	AU
ZBL	Biloela	Biloela	QL	AU
BVI	Birdsville	Birdsville	QL	AU
BZP	Bizant	Bizant	QL	AU
BKQ	Blackall	Blackall	QL	AU
BLT	Blackwater	Blackwater	QL	AU
BFC	Bloomfield	Bloomfield	QL	AU
GIC	Boigu Island	Boigu Island	QL	AU
BLS	Bollon	Bollon	QL	AU
BCK	Bolwarra	Bolwarra	QL	AU
BQL	Boulia	Boulia	QL	AU
ZBO	Bowen	Bowen	QL	AU
BMP	Brampton Island	Brampton Island	QL	AU
BHT	Brighton Downs	Brighton Downs	QL	AU
BNE	Brisbane	Brisbane	QL	AU
BIP	Bulimba	Bulimba	QL	AU
BDB	Bundaberg	Bundaberg	QL	AU
BUC	Burketown	Burketown	QL	AU
CNS	Cairns	Cairns	QL	AU
CUD	Caloundra	Caloundra	QL	AU
CML	Camooweal	Camooweal	QL	AU
CBY	Canobie	Canobie	QL	AU
CQP	Cape Flattery	Cape Flattery	QL	AU
CFP	Carpentaria Downs	Carpentaria Downs	QL	AU
CTL	Charleville	Charleville	QL	AU
CXT	Charters Towers	Charters Towers	QL	AU
CRH	Cherribah	Cherribah	QL	AU
LLG	Chillagoe	Chillagoe	QL	AU
CCL	Chinchilla	Chinchilla	QL	AU
CMQ	Clermont	Clermont	QL	AU
CNJ	Cloncurry	Cloncurry	QL	AU
CZY	Cluny	Cluny	QL	AU
CNC	Coconut Island	Coconut Island	QL	AU
CUQ	Coen	Coen	QL	AU
KCE	Collinsville	Collinsville	QL	AU
CTN	Cooktown	Cooktown	QL	AU
CDQ	Croydon	Croydon	QL	AU
CMA	Cunnamulla	Cunnamulla	QL	AU
DBY	Dalby	Dalby	QL	AU
NLF	Darnley Island	Darnley Island	QL	AU
DAJ	Dauan Island	Dauan Island	QL	AU
DVP	Davenport Downs	Davenport Downs	QL	AU
DDI	Daydream Is	Daydream Is	QL	AU
DDN	Delta Downs	Delta Downs	QL	AU
DYM	Diamantina Lakes	Diamantina Lakes	QL	AU
DRN	Dirranbandi	Dirranbandi	QL	AU
DXD	Dixie	Dixie	QL	AU
DMD	Doomadgee	Doomadgee	QL	AU
DRD	Dorunda Station	Dorunda Station	QL	AU
DFP	Drumduff	Drumduff	QL	AU
DNB	Dunbar	Dunbar	QL	AU
DKI	Dunk Island	Dunk Island	QL	AU
DHD	Durham Downs	Durham Downs	QL	AU
DRR	Durrie	Durrie	QL	AU
DYA	Dysart	Dysart	QL	AU
EDR	Edward River	Edward River	QL	AU
EIH	Einasleigh	Einasleigh	QL	AU
EMD	Emerald	Emerald	QL	AU
GBP	Gamboola	Gamboola	QL	AU
GAH	Gayndah	Gayndah	QL	AU
GTT	Georgetown	Georgetown	QL	AU
GLT	Gladstone	Gladstone	QL	AU
GLG	Glengyle	Glengyle	QL	AU
GLM	Glenormiston	Glenormiston	QL	AU
OOL	Gold Coast	Gold Coast	QL	AU
GOO	Goondiwindi	Goondiwindi	QL	AU
GKL	Great Keppel Island	Great Keppel Island	QL	AU
GVP	Greenvale	Greenvale	QL	AU
GGD	Gregory Downs	Gregory Downs	QL	AU
GYP	Gympie	Gympie	QL	AU
HTI	Hamilton Island	Hamilton Island	QL	AU
HIS	Hayman Island	Hayman Island	QL	AU
HIP	Headingly	Headingly	QL	AU
HAT	Heathlands	Heathlands	QL	AU
HLV	Helenvale	Helenvale	QL	AU
HVB	Hervey Bay	Hervey Bay	QL	AU
HIG	Highbury	Highbury	QL	AU
HNK	Hinchinbrook Island	Hinchinbrook Island	QL	AU
HIH	Hook Island	Hook Island	QL	AU
HPE	Hope Vale	Hope Vale	QL	AU
HID	Horn Island	Horn Island	QL	AU
HGD	Hughenden	Hughenden	QL	AU
IFF	Iffley	Iffley	QL	AU
IGH	Ingham	Ingham	QL	AU
INJ	Injune	Injune	QL	AU
IKP	Inkerman	Inkerman	QL	AU
IFL	Innisfail	Innisfail	QL	AU
ISI	Isisford	Isisford	QL	AU
JCK	Julia Creek	Julia Creek	QL	AU
JUN	Jundah	Jundah	QL	AU
KPP	Kalpowar	Kalpowar	QL	AU
KDS	Kamaran Downs	Kamaran Downs	QL	AU
KML	Kamileroi	Kamileroi	QL	AU
KRB	Karumba	Karumba	QL	AU
KGY	Kingaroy	Kingaroy	QL	AU
KOH	Koolatah	Koolatah	QL	AU
KKP	Koolburra	Koolburra	QL	AU
KWM	Kowanyama	Kowanyama	QL	AU
KUG	Kubin Island	Kubin Island	QL	AU
LYT	Lady Elliot Island	Lady Elliot Island	QL	AU
LFP	Lakefield	Lakefield	QL	AU
LKD	Lakeland Downs	Lakeland Downs	QL	AU
LUU	Laura	Laura	QL	AU
LUT	Laura Station	Laura Station	QL	AU
LWH	Lawn Hill	Lawn Hill	QL	AU
LLP	Linda Downs	Linda Downs	QL	AU
LDC	Lindeman Island	Lindeman Island	QL	AU
LZR	Lizard Island	Lizard Island	QL	AU
IRG	Lockhart River	Lockhart River	QL	AU
HAP	Long Island	Long Island	QL	AU
LRE	Longreach	Longreach	QL	AU
LOA	Lorraine	Lorraine	QL	AU
LTV	Lotusvale	Lotusvale	QL	AU
LTP	Lyndhurst	Lyndhurst	QL	AU
UBB	Mabuiag Island	Mabuiag Island	QL	AU
MKY	Mackay	Mackay	QL	AU
MRG	Mareeba	Mareeba	QL	AU
MXD	Marion Downs	Marion Downs	QL	AU
MBH	Maryborough	Maryborough	QL	AU
MLV	Merluna	Merluna	QL	AU
MMM	Middlemount	Middlemount	QL	AU
MRL	Miners Lake	Miners Lake	QL	AU
MWY	Miranda Downs	Miranda Downs	QL	AU
MTQ	Mitchell	Mitchell	QL	AU
MXQ	Mitchell River	Mitchell River	QL	AU
ONR	Monkira	Monkira	QL	AU
MNQ	Monto	Monto	QL	AU
OOR	Mooraberree	Mooraberree	QL	AU
MOV	Moranbah	Moranbah	QL	AU
MET	Moreton	Moreton	QL	AU
OXY	Morney	Morney	QL	AU
ONG	Mornington	Mornington	QL	AU
MFL	Mount Full Stop	Mount Full Stop	QL	AU
ISA	Mount Isa	Mount Isa	QL	AU
MYI	Murray Island	Murray Island	QL	AU
MVU	Musgrave	Musgrave	QL	AU
UTB	Muttaburra	Muttaburra	QL	AU
NBR	Nambour	Nambour	QL	AU
NMR	Nappa Merry	Nappa Merry	QL	AU
NMP	New Moon	New Moon	QL	AU
NSA	Noosa	Noosa	QL	AU
NSV	Noosaville	Noosaville	QL	AU
NTN	Normanton	Normanton	QL	AU
OKY	Oakey	Oakey	QL	AU
OBA	Oban	Oban	QL	AU
OKB	Fraser Island	Orchid Beach	QL	AU
OXO	Orientos	Orientos	QL	AU
ORS	Waterport	Orpheus Island Resort	QL	AU
PMK	Palm Island	Palm Island	QL	AU
PBY	Hamilton/Proserpine	Peppers Palm Bay	QL	AU
PTI	Port Douglas	Port Douglas	QL	AU
PPP	Whitsunday Coast	Proserpine	QL	AU
ULP	Quilpie	Quilpie	QL	AU
RCM	Richmond	Richmond	QL	AU
ROH	Robinhood	Robinhood	QL	AU
ROK	Rockhampton	Rockhampton	QL	AU
RKY	Rokeby	Rokeby	QL	AU
RMA	Roma	Roma	QL	AU
RSB	Roseberth	Roseberth	QL	AU
RLP	Rosella Plains	Rosella Plains	QL	AU
RTP	Rutland Plains	Rutland Plains	QL	AU
SBR	Saibai Island	Saibai Island	QL	AU
SRM	Sandringham	Sandringham	QL	AU
SSP	Silver Plains	Silver Plains	QL	AU
ZGL	South Galway	South Galway	QL	AU
SOI	South Molle Island	South Molle Island	QL	AU
SHQ	Southport	Southport	QL	AU
SCG	Spring Creek	Spring Creek	QL	AU
KSV	Springvale	Springvale	QL	AU
SGO	St George	St George	QL	AU
SVM	St Paul's Mission	St Paul's Mission	QL	AU
SNH	Stanthorpe	Stanthorpe	QL	AU
SQP	Starcke	Starcke	QL	AU
STF	Stephen Island	Stephen Island	QL	AU
SRR	Dunwich	Stradbroke Island	QL	AU
STH	Strathmore	Strathmore	QL	AU
SYU	Warraber Island	Sue Island	QL	AU
MCY	Maroochydore	Sunshine Coast	QL	AU
SFP	Surfers Paradise	Surfers Paradise	QL	AU
TXR	Tanbar	Tanbar	QL	AU
TAN	Tangalooma	Tangalooma	QL	AU
XTR	Tara	Tara	QL	AU
XTO	Taroom	Taroom	QL	AU
TWN	Tewantin	Tewantin	QL	AU
THG	Thangool	Thangool	QL	AU
XTG	Thargomindah	Thargomindah	QL	AU
TDR	Theodore	Theodore	QL	AU
TIS	Thursday Island	Thursday Island	QL	AU
TYG	Thylungra	Thylungra	QL	AU
TWB	Toowoomba	Toowoomba	QL	AU
TWP	Torwood	Torwood	QL	AU
TSV	Townsville	Townsville	QL	AU
UDA	Undarra	Undarra	QL	AU
VNR	Vanrook	Vanrook	QL	AU
WAZ	Warwick	Warwick	QL	AU
WAN	Waverney	Waverney	QL	AU
WEI	Weipa	Weipa	QL	AU
WNR	Windorah	Windorah	QL	AU
WIN	Winton	Winton	QL	AU
WDI	Wondai	Wondai	QL	AU
WON	Wondoola	Wondoola	QL	AU
WPK	Wrotham Park	Wrotham Park	QL	AU
XMY	Yam Island	Yam Island	QL	AU
OKR	Yorke Island	Yorke Island	QL	AU
ADL	Adelaide	Adelaide	SA	AU
AWN	Alton Downs	Alton Downs	SA	AU
RCN	American River	American River	SA	AU
ADO	Andamooka	Andamooka	SA	AU
LCN	Balcanoona	Balcanoona	SA	AU
CED	Ceduna	Ceduna	SA	AU
CVC	Cleve	Cleve	SA	AU
CFH	Clifton Hills	Clifton Hills	SA	AU
CPD	Coober Pedy	Coober Pedy	SA	AU
CRJ	Coorabie	Coorabie	SA	AU
ODL	Cordillo Downs	Cordillo Downs	SA	AU
CWR	Cowarie	Cowarie	SA	AU
CCW	Cowell	Cowell	SA	AU
DLK	Dulkaninna	Dulkaninna	SA	AU
ERB	Ernabella	Ernabella	SA	AU
ETD	Etadunna	Etadunna	SA	AU
HWK	Wilpena Pound	Hawker	SA	AU
IDK	Indulkana	Indulkana	SA	AU
INM	Innamincka	Innamincka	SA	AU
KGC	Kingscote	Kingscote	SA	AU
